cohort	outcome	Ref	exposure 	adjustments	Grouping	Order	coef	coef_se	lower_ci	upper_ci	n
ALSPAC G1	12+ weeks	0-12 weeks	pre-pandemic mh (casevscontrol)	"model2(age, sex)"	M_Health_binary	5	0.877962558	0.382221361	0.374028808	2.060852631	470
ALSPAC G1	12+ weeks	0-12 weeks	bmi score 	"model2(age, sex)"	BMI	4	1.020407222	0.025911979	0.970863813	1.072478844	465
ALSPAC G1	12+ weeks	0-12 weeks	bmi (overweight/obesevsnormal)	"model2(age, sex)"	Overweight_obese	3	1.474417444	0.486695638	0.772048086	2.815766065	465
ALSPAC G1	12+ weeks	0-12 weeks	asthma (yesvsno)	"model2(age, sex)"	Asthma	2	0.980809437	0.379633167	0.459322417	2.094361425	450
ALSPAC G1	12+ weeks	0-12 weeks	smoking(yesvsno)	"model2(age, sex)"	Smoking	1	1.030771417	0.470068042	0.421681461	2.519650052	540
ALSPAC G1	4-12+ weeks	0-4 weeks	sex(femalevmale)	"model2(age, sex)"	Sex	11	1.65313263	0.33835101	1.106853228	2.469024276	668
ALSPAC G1	4-12+ weeks	0-4 weeks	eth(ethminorityvswhite)	"model2(age, sex)"	Ethnicity	10	1.25016869	0.533876219	0.541338187	2.887144841	668
ALSPAC G1	4-12+ weeks	0-4 weeks	edu(no degreevsdegree)	"model2(age, sex)"	Education	9	0.643598836	0.161770083	0.393245478	1.0533356	487
ALSPAC G1	4-12+ weeks	0-4 weeks	IMD	"model2(age, sex)"	SEP	8	1.059532334	0.081052052	0.912008827	1.230918753	626
ALSPAC G1	4-12+ weeks	0-4 weeks	s-r health(poorvsgood)	"model2(age, sex)"	Gen_health	7	1.20272319	0.454307592	0.57363974	2.521692574	526
ALSPAC G1	4-12+ weeks	0-4 weeks	pre-pandemic mh score	"model2(age, sex)"	M_Health_cont	6	1.205000467	0.12939286	0.976304424	1.487267793	470
ALSPAC G1	4-12+ weeks	0-4 weeks	pre-pandemic mh (casevscontrol)	"model2(age, sex)"	M_Health_binary	5	1.535794799	0.393830025	0.929086532	2.538693207	470
ALSPAC G1	4-12+ weeks	0-4 weeks	bmi score	"model2(age, sex)"	BMI	4	1.042245685	0.019870318	1.00401922	1.081927563	465
ALSPAC G1	4-12+ weeks	0-4 weeks	bmi (overweight/obesevsnormal)	"model2(age, sex)"	Overweight_obese	3	1.632357206	0.367590025	1.049864819	2.538031564	465
ALSPAC G1	4-12+ weeks	0-4 weeks	asthma (yesvsno)	"model2(age, sex)"	Asthma	2	1.381991551	0.339036633	0.854446043	2.235250152	450
ALSPAC G1	4-12+ weeks	0-4 weeks	smoking(yesvsno)	"model2(age, sex)"	Smoking	1	0.732909457	0.237115389	0.388744584	1.381771721	540
ALSPAC G0	12+ weeks	0-12 weeks	sex(femalevmale)	"model2(age, sex)"	Sex	15	1.39060919	0.428650672	0.760020037	2.544398603	429
ALSPAC G0	12+ weeks	0-12 weeks	age (55-59 vs 45-54)	"model2(age, sex)"	Age	14	1.195611	0.4648422	0.5580211	2.561704	429
ALSPAC G0	12+ weeks	0-12 weeks	age (60-76 vs 45-54)	"model2(age, sex)"	Age	13	1.190189	0.4806266	0.5393622	2.626342	429
ALSPAC G0	12+ weeks	0-12 weeks	edu(no degreevsdegree)	"model2(age, sex)"	Education	12	0.707124401	0.232801453	0.37090347	1.34812683	407
ALSPAC G0	12+ weeks	0-12 weeks	IMD	"model2(age, sex)"	SEP	11	1.108083836	0.13182769	0.877618914	1.399069423	390
ALSPAC G0	12+ weeks	0-12 weeks	s-r health(poorvsgood)	"model2(age, sex)"	Gen_health	10	3.922424783	1.44122208	1.908958287	8.059587414	338
ALSPAC G0	12+ weeks	0-12 weeks	pre-pandemic mh score	"model2(age, sex)"	M_Health_cont	9	1.018063036	0.027927607	0.964771406	1.074298365	343
ALSPAC G0	12+ weeks	0-12 weeks	pre-pandemic mh (casevscontrol)	"model2(age, sex)"	M_Health_binary	8	1.493131636	0.519364993	0.755126175	2.952410017	343
ALSPAC G0	12+ weeks	0-12 weeks	bmi score 	"model2(age, sex)"	BMI	7	0.921955123	0.035755804	0.854472292	0.994767479	264
ALSPAC G0	12+ weeks	0-12 weeks	bmi (overweight/obesevsnormal)	"model2(age, sex)"	Overweight_obese	6	0.564909857	0.201727249	0.280555112	1.137470438	264
ALSPAC G0	12+ weeks	0-12 weeks	diabetes (yesvsno)	"model2(age, sex)"	Diabetes	5	1.561695463	1.816063839	0.159864272	15.25602117	338
ALSPAC G0	12+ weeks	0-12 weeks	hypertension (yesvsno)	"model2(age, sex)"	Hypertension	4	0.941876388	0.387578331	0.420463122	2.109890459	345
ALSPAC G0	12+ weeks	0-12 weeks	cholesterol (yesvsno)	"model2(age, sex)"	Cholesterol	3	2.657195329	1.232624754	1.070450308	6.595996994	241
ALSPAC G0	12+ weeks	0-12 weeks	asthma (yesvsno)	"model2(age, sex)"	Asthma	2	1.009698385	0.441230886	0.428768377	2.377719258	335
ALSPAC G0	12+ weeks	0-12 weeks	smoking(yesvsno)	"model2(age, sex)"	Smoking	1	0.886169976	0.282047293	0.474896948	1.653616076	370
ALSPAC G0	4-12+ weeks	0-4 weeks	sex(femalevmale)	"model2(age, sex)"	Sex	15	1.288002682	0.308920121	0.804935194	2.060974499	429
ALSPAC G0	4-12+ weeks	0-4 weeks	age (55-59 vs 45-54)	"model2(age, sex)"	Age	14	1.188428	0.3707384	0.6448143	2.190338	429
ALSPAC G0	4-12+ weeks	0-4 weeks	age (60-76 vs 45-54)	"model2(age, sex)"	Age	13	1.564024	0.5016134	0.8341541	2.932517	429
ALSPAC G0	4-12+ weeks	0-4 weeks	edu(no degreevsdegree)	"model2(age, sex)"	Education	12	1.016807077	0.270902532	0.603194586	1.714034998	407
ALSPAC G0	4-12+ weeks	0-4 weeks	IMD	"model2(age, sex)"	SEP	11	1.014385804	0.099062982	0.837676716	1.228371924	390
ALSPAC G0	4-12+ weeks	0-4 weeks	s-r health(poorvsgood)	"model2(age, sex)"	Gen_health	10	3.018199086	1.009002031	1.567422618	5.811786571	338
ALSPAC G0	4-12+ weeks	0-4 weeks	pre-pandemic mh score	"model2(age, sex)"	M_Health_cont	9	1.045685007	0.022797225	1.001944432	1.091335107	343
ALSPAC G0	4-12+ weeks	0-4 weeks	pre-pandemic mh (casevscontrol)	"model2(age, sex)"	M_Health_binary	8	2.057821872	0.579252082	1.185235887	3.572816943	343
ALSPAC G0	4-12+ weeks	0-4 weeks	bmi score	"model2(age, sex)"	BMI	7	0.977715519	0.027616537	0.925059108	1.03336925	264
ALSPAC G0	4-12+ weeks	0-4 weeks	bmi (overweight/obesevsnormal)	"model2(age, sex)"	Overweight_obese	6	0.910924183	0.270792434	0.508678847	1.631250979	264
ALSPAC G0	4-12+ weeks	0-4 weeks	diabetes (yesvsno)	"model2(age, sex)"	Diabetes	5	1.852095855	1.67344838	0.31518548	10.88330293	338
ALSPAC G0	4-12+ weeks	0-4 weeks	hypertension (yesvsno)	"model2(age, sex)"	Hypertension	4	1.085949544	0.328124391	0.600641573	1.963377936	345
ALSPAC G0	4-12+ weeks	0-4 weeks	cholesterol (yesvsno)	"model2(age, sex)"	Cholesterol	3	2.705645873	1.122080846	1.200223429	6.099297361	254
ALSPAC G0	4-12+ weeks	0-4 weeks	asthma (yesvsno)	"model2(age, sex)"	Asthma	2	1.29272565	0.437141296	0.666298041	2.508096232	335
ALSPAC G0	4-12+ weeks	0-4 weeks	smoking(yesvsno)	"model2(age, sex)"	Smoking	1	1.045800367	0.256341056	0.646854745	1.690794439	370
GS	12+ weeks	0-12 weeks	sex (femalevmale)	"model2(age, sex)"	Sex	14	1.531835	0.402114	0.717257	3.521218	335
GS	12+ weeks	0-12 weeks	age (45-69+vs18-44)	"model2(age, sex)"	Age	13	1.100187	0.608423	0.368374	4.277547	305
GS	12+ weeks	0-12 weeks	age (70+vs18-44)	"model2(age, sex)"	Age	12	0.934584	0.74199	0.223362	4.41835	82
GS	12+ weeks	0-12 weeks	edu (degreevnodegree)	"model2(age, sex)"	Education	11	0.593844	0.360819	0.288411	1.19684	328
GS	12+ weeks	0-12 weeks	social class (RoutineNEvsProfManInt)	"model2(age, sex)"	Social_class	10	1.428888	0.541591	0.450878	3.916243	274
GS	12+ weeks	0-12 weeks	SIMD	"model2(age, sex)"	SEP	9	0.918891	0.061138	0.815834	1.038301	335
GS	12+ weeks	0-12 weeks	prepandemic mh score NO SOMATIC SUBSCALE	"model2(age, sex)"	M_Health_cont	8	1.593737	0.168882	1.1445	2.241578	335
GS	12+ weeks	0-12 weeks	pre-pandemic mh (casevscontrol)	"model2(age, sex)"	M_Health_binary	7	3.326797	0.520861	1.138349	9.022677	283
GS	12+ weeks	0-12 weeks	bmi score	"model2(age, sex)"	BMI	6	1.031359	0.029143	0.970724	1.091827	335
GS	12+ weeks	0-12 weeks	bmi (overweight/obesevsnormal)	"model2(age, sex)"	Overweight_obese	5	1.235176	0.411323	0.55191	2.80114	277
GS	12+ weeks	0-12 weeks	diabetes (yesvsno)	"model2(age, sex)"	Diabetes	4	3.017277	1.290192	0.111068	32.72855	283
GS	12+ weeks	0-12 weeks	hypertension (yesvsno)	"model2(age, sex)"	Hypertension	3	2.11262	0.615751	0.564632	6.674478	283
GS	12+ weeks	0-12 weeks	asthma (yesvsno)	"model2(age, sex)"	Asthma	2	1.746524	0.499137	0.612796	4.463304	283
GS	12+ weeks	0-12 weeks	smoking (yesvsno)	"model2(age, sex)"	Smoking	1	1.152642	0.799169	0.176236	4.730622	332
GS	4-12 weeks	0-4 weeks	sex (femalevmale)	"model2(age,sex)"	Sex	14	1.718474	0.314065	0.940285	3.237855	335
GS	4-12 weeks	0-4 weeks	age (45-69+vs18-44)	"model2(age,sex)"	Age	13	1.055769	0.469343	0.431841	2.786044	305
GS	4-12 weeks	0-4 weeks	age (70+vs18-44)	"model2(age,sex)"	Age	12	0.785169	0.58821	0.249518	2.560398	82
GS	4-12 weeks	0-4 weeks	edu (degreevnodegree)	"model2(age,sex)"	Education	11	1.005578	0.2832	0.577066	1.75573	328
GS	4-12 weeks	0-4 weeks	social class (RoutineNEvsProfManInt)	"model2(age,sex)"	Social_class	10	1.596846	0.445122	0.655705	3.818351	274
GS	4-12 weeks	0-4 weeks	SIMD	"model2(age,sex)"	SEP	9	0.945452	0.049917	0.857302	1.043362	335
GS	4-12 weeks	0-4 weeks	prepandemic mh score NO SOMATIC SUBSCALE	"model2(age,sex)"	M_Health_cont	8	1.401868	0.156334	1.038589	1.927923	335
GS	4-12 weeks	0-4 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health_binary	7	2.278788	0.475279	0.888785	5.854358	283
GS	4-12 weeks	0-4 weeks	bmi score	"model2(age,sex)"	BMI	6	1.022812	0.024936	0.973433	1.075232	335
GS	4-12 weeks	0-4 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	5	1.159973	0.317292	0.624045	2.17229	277
GS	4-12 weeks	0-4 weeks	diabetes (yesvsno)	"model2(age,sex)"	Diabetes	4	4.205015	1.163461	0.388366	57.21747	283
GS	4-12 weeks	0-4 weeks	hypertension (yesvsno)	"model2(age,sex)"	Hypertension	3	0.979617	0.568977	0.292874	2.853872	283
GS	4-12 weeks	0-4 weeks	asthma (yesvsno)	"model2(age,sex)"	Asthma	2	1.428187	0.410844	0.625081	3.169696	283
GS	4-12 weeks	0-4 weeks	smoking (yesvsno)	"model2(age,sex)"	Smoking	1	1.340924	0.627458	0.366697	4.561186	332
NCDS	4-12+ weeks	0-4 weeks	sex (femalevmale)	model2(age)	Sex	12	2.128727	0.619921	1.202918	3.767073	708
NCDS	4-12+ weeks	0-4 weeks	ethnicity (ethminorityvwhite)	"model2(age,sex)"	Ethnicity	11	2.176319	1.484224	0.57176	8.283842	671
NCDS	4-12+ weeks	0-4 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	10	1.179177	0.340727	0.669301	2.077478	699
NCDS	4-12+ weeks	0-4 weeks	IMD	"model2(age,sex)"	SEP	9	1.028652	0.054993	0.926323	1.142286	636
NCDS	4-12+ weeks	0-4 weeks	s-r health(poorvsgood)	"model2(age,sex)"	Gen_health	8	1.697522	0.540203	0.909782	3.167331	642
NCDS	4-12+ weeks	0-4 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health_binary	7	1.124759	0.405563	0.554798	2.280256	644
NCDS	4-12+ weeks	0-4 weeks	bmi (continuous)	"model2(age,sex)"	BMI	6	0.997912	0.026946	0.946472	1.052148	607
NCDS	4-12+ weeks	0-4 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	5	0.968947	0.333653	0.493391	1.902866	607
NCDS	4-12+ weeks	0-4 weeks	diabetes	"model2(age,sex)"	Diabetes	4	0.384667	0.189635	0.146372	1.010912	641
NCDS	4-12+ weeks	0-4 weeks	hypertension	"model2(age,sex)"	Hypertension	3	1.422277	0.458556	0.756046	2.675591	642
NCDS	4-12+ weeks	0-4 weeks	asthma	"model2(age,sex)"	Asthma	2	1.762467	0.641152	0.863913	3.595604	641
NCDS	4-12+ weeks	0-4 weeks	smoker	"model2(age,sex)"	Smoking	1	0.85416	0.403297	0.338563	2.154959	590
BCS70	4-12+ weeks	0-4 weeks	sex (femalevmale)	"model2(age,sex)"	Sex	11	1.852249	0.608439	0.972951	3.526207	886
BCS70	4-12+ weeks	0-4 weeks	ethnicity (ethminorityvwhite)	"model2(age,sex)"	Ethnicity	10	0.177757	0.142395	0.036979	0.854465	774
BCS70	4-12+ weeks	0-4 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	9	1.201504	0.359057	0.668886	2.158232	821
BCS70	4-12+ weeks	0-4 weeks	IMD	"model2(age,sex)"	SEP	8	0.983458	0.053107	0.884689	1.093254	780
BCS70	4-12+ weeks	0-4 weeks	s-r health(poorvsgood)	"model2(age,sex)"	Gen_health	7	2.104631	0.770838	1.026636	4.31455	780
BCS70	4-12+ weeks	0-4 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health_binary	6	1.587714	0.692003	0.675736	3.7305	745
BCS70	4-12+ weeks	0-4 weeks	bmi (continuous)	"model2(age,sex)"	BMI	5	1.053622	0.035619	0.986072	1.125799	710
BCS70	4-12+ weeks	0-4 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	4	1.449278	0.623188	0.62393	3.366415	710
BCS70	4-12+ weeks	0-4 weeks	diabetes	"model2(age,sex)"	Diabetes	3	6.155735	4.390413	1.521189	24.91016	780
BCS70	4-12+ weeks	0-4 weeks	asthma	"model2(age,sex)"	Asthma	2	1.47635	0.500162	0.760005	2.867887	780
BCS70	4-12+ weeks	0-4 weeks	smoker	"model2(age,sex)"	Smoking	1	0.968428	0.368085	0.459768	2.03984	707
Next Steps	4-12+ weeks	0-4 weeks	age (cont)	model2(sex)	Age	10	0.337064	0.258169	0.074774	1.519398	741
Next Steps	4-12+ weeks	0-4 weeks	sex (femalevmale)	model2(age)	Sex	9	1.554566	0.653088	0.68064	3.550589	741
Next Steps	4-12+ weeks	0-4 weeks	ethnicity (ethminorityvwhite)	"model2(age,sex)"	Ethnicity	8	0.813182	0.373297	0.329795	2.005083	741
Next Steps	4-12+ weeks	0-4 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	7	1.117824	0.458223	0.499319	2.502469	740
Next Steps	4-12+ weeks	0-4 weeks	IMD	"model2(age,sex)"	SEP	6	1.011131	0.085058	0.857006	1.192974	739
Next Steps	4-12+ weeks	0-4 weeks	s-r health(poorvsgood)	"model2(age,sex)"	Gen_health	5	1.929024	1.26085	0.53365	6.972991	730
Next Steps	4-12+ weeks	0-4 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health_binary	4	1.113035	0.501318	0.459129	2.698256	726
Next Steps	4-12+ weeks	0-4 weeks	bmi (continuous)	"model2(age,sex)"	BMI	3	1.052423	0.037592	0.981046	1.128994	693
Next Steps	4-12+ weeks	0-4 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	2	1.927603	0.888963	0.778426	4.773296	696
Next Steps	4-12+ weeks	0-4 weeks	smoker	"model2(age,sex)"	Smoking	1	0.301294	0.227242	0.068337	1.328389	562
MCS	4-12+ weeks	0-4 weeks	age (cont)	model2(sex)	Age	10	1.109319	0.702446	0.319112	3.856288	1028
MCS	4-12+ weeks	0-4 weeks	sex (femalevmale)	model2(age)	Sex	9	5.017389	2.491795	1.888371	13.33117	1028
MCS	4-12+ weeks	0-4 weeks	ethnicity (ethminorityvwhite)	"model2(age,sex)"	Ethnicity	8	1.080381	0.594942	0.365597	3.192653	1027
MCS	4-12+ weeks	0-4 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	7	1.399111	0.670702	0.544761	3.593338	1000
MCS	4-12+ weeks	0-4 weeks	IMD	"model2(age,sex)"	SEP	6	1.00828	0.071783	0.876476	1.159904	998
MCS	4-12+ weeks	0-4 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health_binary	5	1.344376	0.708616	0.476499	3.792973	973
MCS	4-12+ weeks	0-4 weeks	bmi (continuous)	"model2(age,sex)"	BMI	4	1.053235	0.032332	0.991494	1.118821	948
MCS	4-12+ weeks	0-4 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	3	1.136437	0.472414	0.50151	2.575201	948
MCS	4-12+ weeks	0-4 weeks	asthma	"model2(age,sex)"	Asthma	2	3.773563	3.164967	0.724334	19.65912	881
MCS	4-12+ weeks	0-4 weeks	smoker	"model2(age,sex)"	Smoking	1	1.078363	0.632532	0.339686	3.423353	566
NCDS	12+ weeks	0-12 weeks	sex (femalevmale)	model2(age)	Sex	12	2.954952	1.28969	1.256155	6.951167	708
NCDS	12+ weeks	0-12 weeks	ethnicity (ethminorityvwhite)	"model2(age,sex)"	Ethnicity	11	0.324356	0.349366	0.039282	2.678281	671
NCDS	12+ weeks	0-12 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	10	0.515623	0.238293	0.208426	1.275593	699
NCDS	12+ weeks	0-12 weeks	IMD	"model2(age,sex)"	SEP	9	1.167772	0.108862	0.972764	1.401873	636
NCDS	12+ weeks	0-12 weeks	s-r health(poorvsgood)	"model2(age,sex)"	Gen_health	8	2.578257	1.197745	1.037279	6.408509	642
